protein_ids	protein_names	gene_names	uniprot_ids	refset_protein_ids	refseq_mrna_id	ensembl_id	mgi_id	protein_length	protein_copynumber	protein_halflife	mrna_copynumber	mrna_halflife	transcription_rate	translation_rate
IPI00880252.1;IPI00114733.1;IPI00880972.1;IPI00123306.2	Putative uncharacterized protein;Serpin H1;Collagen-binding protein;47 kDa heat shock protein;Serine protease inhibitor J6	Serpinh1;Cbp1;Hsp47	Q3TJK3;Q3TMD2;Q3TWG9;Q5U4D0;Q8BV87;Q8BVU9;P19324	NP_001104513;NP_001104514;NP_033955	NM_001111043	ENSMUST00000094154	MGI:88283;MGI:88283	417	17332335.28	167.68	444.31999999999999	23.84	22.859999999999999	1100.3499999999999
IPI00269661.1;IPI00459722.2;IPI00677689.3	Heterogeneous nuclear ribonucleoprotein A3	Hnrnpa3;Hnrpa3;RP23-374O4.1-003	Q8BG05-1;Q8BG05;Q3UZG3;Q5FB19;A2AL12;Q6P6I7	NP_666242;NP_932758;XP_926852;XP_902725	NM_146130	ENSMUST00000090792;ENSMUST00000111964;ENSMUST00000111961	MGI:1917171;MGI:1917171	379	8543047	195.53	"NA"	7.5099999999999998	2.4300000000000002	"NA"
IPI00134599.1;IPI00856866.1	40S ribosomal protein S3	Rps3	P62908;O89068;Q3UCL7;Q3UK56;Q5YLW3;Q9CZP6;Q9D0A2	NP_036182	NM_012052	ENSMUST00000032998	MGI:1350917	243	10338506.54	159.34	314.70999999999998	26.140000000000001	15.25	913.95000000000005
IPI00461456.1;IPI00849847.1;IPI00874935.1;IPI00758298.1;IPI00752985.1;IPI00752639.1;IPI00876212.1;IPI00754976.2;IPI00848364.1;IPI00876172.1;IPI00756014.1;IPI00672807.2;IPI00623004.3;IPI00662290.1;IPI00620925.2;IPI00850004.1;IPI00849834.1;IPI00345911.2;IPI00379638.1;IPI00379639.1;IPI00754636.2	60S ribosomal protein L23a	Rpl23a	P62751;Q4V9X9;Q5M9M5;Q91YK6	NP_997406;XP_001480950;XP_001475762;XP_001476183;XP_001476768;XP_001477484;XP_001002269;XP_001002232;XP_989377;XP_989011;XP_989631;XP_001473265;XP_001473285;XP_001478531	NA	ENSMUST00000079428;ENSMUST00000102483	MGI:3040672	156	8571308.29	82.38	"NA"	"NA"	"NA"	"NA"
IPI00313222.5;IPI00626312.1;IPI00457852.3;IPI00853789.1;IPI00378933.4	60S ribosomal protein L6;TAX-responsive enhancer element-binding protein 107	Rpl6	P47911;Q3UCH0;Q3UFI4	NP_035420;XP_890389;XP_911243;XP_483949;XP_920935	NM_011290	ENSMUST00000031617	MGI:108057	296	9020604.94	111.57	131.96000000000001	9.9900000000000002	11.93	2021.1300000000001
IPI00222546.5;IPI00755995.1;IPI00850585.1;IPI00660661.2;IPI00848995.1;IPI00667777.1	60S ribosomal protein L22;Heparin-binding protein HBp15	Rpl22	P67984;Q4VAG4	NP_033105;XP_001477749;XP_001473369;XP_979509;XP_001475417;XP_001476809	NM_009079	ENSMUST00000103191	MGI:99262	128	8119942.62	113.9	"NA"	15.720000000000001	"NA"	"NA"
IPI00311236.1;IPI00775948.1;IPI00673513.2;IPI00458337.4	60S ribosomal protein L7	Rpl7	P14148;Q3TK73;Q3UBI6;Q5M9N8	NP_035421;XP_902311;XP_924795	NM_011291	ENSMUST00000058437	MGI:98073	270	8196672.57	153.61	"NA"	12.699999999999999	54.170000000000002	"NA"
IPI00121427.1	Protein S100-A6;S100 calcium-binding protein A6;Calcyclin;Prolactin receptor-associated protein;5B10	S100a6;Cacy	P14069;Q545I9	NP_035443	NM_011313	ENSMUST00000001051	MGI:1339467	89	6758515.4	93.18	1193.05	18.460000000000001	70.310000000000002	174.93000000000001
IPI00127841.3;IPI00462250.2;IPI00658303.1;IPI00663219.2	ADP/ATP translocase 2;Adenine nucleotide translocator 2;ADP,ATP carrier protein 2;Solute carrier family 25 member 5	Slc25a5;Ant2	P51881;Q545A2	NP_031477	NM_007451	ENSMUST00000016463	MGI:1353496	298	8313420.82	117.92	276.79000000000002	14.210000000000001	19.34	879.24000000000001
IPI00323592.2	Malate dehydrogenase, mitochondrial	Mdh2;Mor1	P08249	NP_032643	NM_008617	ENSMUST00000019323	MGI:97050	338	8868597.56	229.98	184.44	15.470000000000001	12.17	1279.71
IPI00230660.5;IPI00857457.1;IPI00849417.1;IPI00849692.1;IPI00749889.1;IPI00857288.1;IPI00857931.1;IPI00850815.1;IPI00849251.1;IPI00459875.4;IPI00874430.1;	40S ribosomal protein S15a	Rps15a	P62245;Q5M9M4	NP_733769;XP_001475615;XP_001472616;XP_978445;XP_989754;XP_001477396;XP_001477661	NM_170669	ENSMUST00000106588;ENSMUST00000106590	MGI:2389091	130	7234844.23	126.56	7.4100000000000001	5.2999999999999998	1.1399999999999999	27988.419999999998
IPI00122426.1;IPI00264398.3;IPI00648315.1;IPI00754211.1;IPI00849754.1;IPI00853788.1	60S ribosomal protein L19;Ribosomal protein L19	Rpl19;RP23-309H19.6-002	P84099;Q5I0T8;A2A547	NP_033104;XP_001475785;XP_001476626;NP_001152955;XP_141608;XP_911813	NA	ENSMUST00000017548;ENSMUST00000092425	MGI:98020;MGI:98020	196	6735052	75.08	"NA"	"NA"	"NA"	"NA"
IPI00331345.5;IPI00473521.1;IPI00679159.2	40S ribosomal protein S3a	Rps3a	P97351;Q3U5P8;Q3UAC2;Q3UJU5;Q564F3;Q9D1S3	NP_058655;XP_001480995;XP_979863;XP_999639	NM_016959	ENSMUST00000029722	MGI:1202063	264	7321375.1	126.7	258.41000000000003	14.26	18.25	819.78999999999996
IPI00314950.2;IPI00626366.3;IPI00752782.1;IPI00626504.2;IPI00130830.1	60S acidic ribosomal protein P0;L10E	Rplp0;Arbp	P14869;Q5FWB6;Q5M8R8	NP_031501;XP_996602	NM_007475	ENSMUST00000086519	MGI:1927636	317	9811495.24	111.06	1063.71	25.739999999999998	51.799999999999997	273.94
IPI00127415.1;IPI00849626.1;IPI00515155.1;IPI00649841.1;IPI00648014.1;IPI00674226.5;IPI00468717.7	Nucleophosmin;Nucleolar phosphoprotein B23;Numatrin;Nucleolar protein NO38;Nucleophosmin 1;Npm1 protein;Putative uncharacterized protein	Npm1;RP23-323L8.2-006	Q61937;Q3U536;Q5SQB7;Q5U438;Q5SQB0;Q5BL09;Q5SQB5;Q3UDA7;Q8BSZ3;Q9DAY9	NP_032748;XP_001476579;XP_486188;XP_911732;XP_912877	NM_008722	ENSMUST00000075641;ENSMUST00000093201;ENSMUST00000109354;ENSMUST00000101375	MGI:106184;MGI:106184;MGI:106184;MGI:106184	292	7382289.7	150.84	564.78999999999996	6.5300000000000002	71.280000000000001	365.45999999999998
IPI00466820.4;IPI00828628.2;IPI00475203.1;IPI00849948.1;IPI00875282.1;IPI00671398.1;IPI00274175.1	40S ribosomal protein S8;Ribosomal protein S8	Rps8;OTTMUSG00000000623;RP23-169M24.1-001;mCG_7626	P62242;Q3UA25;Q3UJU6;Q497E9;Q9CQW4;Q9CRJ5;Q5M9L9;Q5SZV3	NP_033124;XP_001474155;XP_001474171;XP_001477347;XP_001472181;XP_001480960;XP_922575;XP_284504	NM_009098	ENSMUST00000061609;ENSMUST00000102696;ENSMUST00000074645	MGI:98166;MGI:98166;MGI:3649794	208	9484165.8	155.41	"NA"	16.359999999999999	35.079999999999998	"NA"
IPI00457898.3	Phosphoglycerate mutase 1;Phosphoglycerate mutase isozyme B;BPG-dependent PGAM 1	Pgam1	Q9DBJ1;Q3U7Z6;Q6NWV5	NP_075907	NM_023418	ENSMUST00000011896	MGI:97552	254	8267481.75	529.93	"NA"	21.059999999999999	2.4900000000000002	"NA"
IPI00555069.3;	Phosphoglycerate kinase 1	Pgk1;Pgk-1	P09411;B0LAA9	NP_032854	NM_008828	ENSMUST00000081593	MGI:97555	417	10728748.55	195.66	"NA"	18.210000000000001	16.260000000000002	"NA"
IPI00849927.1	Ribosomal protein L1	Rpl10a	Q3U561;Q5XJF6;Q99JL6	NP_035417;XP_001476443;XP_001479766	NA	ENSMUST00000042334	MGI:1343877	217	6832844.09	186.74	"NA"	"NA"	"NA"	"NA"
IPI00131357.7;IPI00379267.3	40S ribosomal protein S23	Rps23	P62267;Q497E1;Q9CSN9;Q9CWI9;Q9CZI5	NP_001094078;NP_077137;XP_001476679	NA	ENSMUST00000051955	MGI:1913725	145	6504222.1	152.89	"NA"	"NA"	"NA"	"NA"
IPI00123007.1;IPI00677102.1;IPI00466822.2;IPI00469629.3;IPI00461413.1;IPI00625397.2;IPI00955368.1;IPI00874922.1	60S ribosomal protein L31	Rpl31	P62900;Q5M9K9;Q9CY93	NP_444487;XP_001478338;XP_001479218;XP_996461;XP_996947;XP_922988;XP_001473267;XP_001478059;XP_001476707;XP_001479872;XP_001476725;XP_484165	NM_053257	ENSMUST00000086535;ENSMUST00000088648	MGI:2149632	125	8077465.49	113.97	9.4399999999999995	9.8599999999999994	0.85999999999999999	25219.48
IPI00131259.2;IPI00224486.1;IPI00890027.1;IPI00120051.1	Galectin-3;Galactose-specific lectin 3;Mac-2 antigen;IgE-binding protein;35 kDa lectin;Carbohydrate-binding protein 35;Laminin-binding protein;Lectin L-29;L-34 galactoside-binding lectin;Putative uncharacterized protein;Beta-galactoside-binding lectin (L-34)	Lgals3	P16110;Q3V471;Q8C253;Q61357	NP_001139425;NP_034835	NM_001145953	ENSMUST00000022388	MGI:96778;MGI:96778;MGI:96778	264	7018196.7	60.99	174.27000000000001	15.91	11.33	1401.4300000000001
IPI00139780.1;IPI00849890.1;IPI00648121.1	60S ribosomal protein L23	Rpl23	P62830;A2A6F9	NP_075029	NM_022891	ENSMUST00000103146	MGI:1929455	140	6745227.87	130.25	89.170000000000002	9.6300000000000008	8.25	2171.4899999999998
IPI00354819.5;IPI00848866.1;IPI00474757.4;IPI00462232.3;IPI00850361.1;IPI00458035.3;IPI00850299.1	Myosin light polypeptide 6;Smooth muscle and nonmuscle myosin light chain alkali 6;Myosin light chain alkali 3;LC17	Myl6;Myln	Q60605-2;Q60605;B0LAC7;Q3TIG9;Q642K0	NP_034990;XP_998567;XP_620708;XP_918704;XP_484859;XP_910444;XP_001476265;XP_485359;XP_999583	NM_010860	ENSMUST00000074642	MGI:109318	151	6995815.51	148.32	"NA"	13.779999999999999	"NA"	"NA"
IPI00869475.1;IPI00474487.1;IPI00463297.4;IPI00849174.1;IPI00113713.1;IPI00230679.5;IPI00755959.1;IPI00889996.1;IPI00351871.3	60S ribosomal protein L36	Rpl36	Q5M9L1;Q6ZWZ4;P47964	NP_061200;XP_001480856;XP_001480857;XP_001480861;XP_001473913;XP_001480355;XP_001004069;XP_488179;XP_001480122;XP_001480771;XP_486208;XP_999363;XP_139574	NA	ENSMUST00000080492	MGI:1860603;MGI:1860603	105	6411532.08	170.13	"NA"	"NA"	"NA"	"NA"
IPI00117569.3;IPI00762542.2;IPI00625021.1	Putative uncharacterized protein;40S ribosomal protein S11	Rps11	Q9DB79;P62281;Q3UC02;Q9CW75;Q9D0P6	NP_038753;XP_001473106;XP_001478905	NM_013725	ENSMUST00000051978;ENSMUST00000003521	MGI:1351329;MGI:1351329	166	7242334.97	142.48	670.20000000000005	14.91	45.310000000000002	305.97000000000003
IPI00331121.4;IPI00138302.1;IPI00677340.1;IPI00664437.1	60S ribosomal protein L38	Rpl38	Q9JJI8;Q52KP0	NP_001041522;NP_001041523;NP_075861;XP_919650;XP_978248;XP_983381;XP_981763;XP_989259;XP_895313	NM_001048057	ENSMUST00000077915;ENSMUST00000082092;ENSMUST00000106599;ENSMUST00000106602	MGI:1914921	70	7706792.36	121.61	24.510000000000002	9.5500000000000007	2.4500000000000002	9115.9200000000001
IPI00318841.4;IPI00408350.1;IPI00664589.1	Elongation factor 1-gamma;eEF-1B gamma	Eef1g	Q9D8N0;Q4FZK2;Q8R1N8	NP_080283;XP_484844;XP_913110	NM_026007	ENSMUST00000052248	MGI:1914410	437	8301769.87	149.28	172.68000000000001	17.989999999999998	10.369999999999999	1361.26
IPI00944141.1;IPI00125521.3;IPI00857345.1	Putative uncharacterized protein;Ribosomal protein S5;Ribosomal protein S5, isoform CRA_a;40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	Rps5;mCG_22552	Q91V55;P97461	NP_033121	NM_009095	ENSMUST00000004554;ENSMUST00000108539	MGI:1097682;MGI:1097682	204	7851361.87	128.83	816.02999999999997	15.92	52.899999999999999	277.08999999999997
IPI00125901.5;IPI00751092.1	40S ribosomal protein S13	Rps13	P62301;Q5BLJ7;Q921R2	NP_080809;XP_001472427;XP_001473055;XP_001479810;XP_894950;XP_913564;XP_001000226	NA	ENSMUST00000085049;ENSMUST00000093344	MGI:1915302	151	8143943.56	131.75	"NA"	"NA"	"NA"	"NA"
IPI00230395.5;IPI00652811.1	Annexin A1;Annexin-1;Annexin I;Lipocortin I;Calpactin II;Chromobindin-9;p35;Phospholipase A2 inhibitory protein;Putative uncharacterized protein	Anxa1;Anx1;Lpc-1;Lpc1	P10107;B7STB7;Q3U5N9;Q4FJV4;Q4FK88;Q3US43	NP_034860	NM_010730	ENSMUST00000025561;ENSMUST00000099584	MGI:96819;MGI:96819	346	10130505.17	74.13	158.25999999999999	8.9700000000000006	15.460000000000001	2089.54
IPI00853914.1	NA	NA	NA	XP_001473875	NA	NA	NA	814	8065479.4	202.13	"NA"	"NA"	"NA"	"NA"
IPI00469918.4;IPI00881758.1;IPI00850220.1	Rps16 protein;40S ribosomal protein S16	ENSMUSG00000060419;Rps16	Q5CZY9;P14131;A4FUS1;Q641N3	NP_038675;XP_001479949;XP_001478334	NM_013647	ENSMUST00000076708;ENSMUST00000041274;ENSMUST00000082134	MGI:3704259;MGI:98118;MGI:98118	172	7284143.97	137.05	521.29999999999995	19.23	29.989999999999998	398.41000000000003
IPI00856379.1;IPI00221402.7;IPI00858310.1;IPI00856272.1;IPI00649880.2;IPI00856247.1;IPI00856415.1;IPI00119458.7	Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase A;Muscle-type aldolase;Aldolase 1	Aldoa;Aldo1;Aldoart1	A6ZI44;Q6NY00;P05064;Q5FWB7;A6ZI46;Q9CPQ9	NP_031464	NM_007438	ENSMUST00000087566;ENSMUST00000032934;ENSMUST00000106348;ENSMUST00000078617	MGI:87994;MGI:87994;MGI:2447811	418	7969332.75	100.86	337.25	21.489999999999998	18.18	716.53999999999996
IPI00130589.8;IPI00135857.3;IPI00458744.1	Superoxide dismutase [Cu-Zn]	Sod1	P08228	NP_035564;XP_926169;XP_994787	NM_011434	ENSMUST00000023707	MGI:98351	154	5152332.26	183.25	298.68000000000001	14.859999999999999	20.260000000000002	470.45999999999998
IPI00331461.4;IPI00626239.3;IPI00474856.1;IPI00624735.4;IPI00118707.1;IPI00340036.2;IPI00848952.1	60S ribosomal protein L11;Ribosomal protein L11	Rpl11;RP23-49E16.1-002	Q9CXW4;A2BH07;Q8VC94;A2BH06	NP_080195;XP_001474860;XP_001475139;XP_001475458;XP_001480238;XP_981252;XP_286185;XP_916793	NA	ENSMUST00000078981;ENSMUST00000102536	MGI:1914275;MGI:1914275	178	5713494.74	129.09	"NA"	"NA"	"NA"	"NA"
IPI00127417.1;IPI00408489.1;IPI00379441.4	Nucleoside diphosphate kinase B;nm23-M2;P18;Down syndrome cell adhesion molecule-like protein	Nme2;Dscaml1	Q01768;B0LAA8;Q5NC82;Q8R4B4	NP_001070997;NP_032731;XP_485703;XP_980967	NM_001077529	ENSMUST00000021217;ENSMUST00000072566	MGI:97356;MGI:2150309	152	6646289.55	161.78	445.32999999999998	15.140000000000001	29.82	414.31
IPI00466069.3	Elongation factor 2	Eef2	P58252;O89069;O89070;Q3TJZ1;Q3TK17;Q3TLB1;Q3TPG2;Q3TSK4;Q3TW58;Q3TWX1;Q3TX47;Q3UBL9;Q3UDC8;Q3UMI7;Q3UZ14;Q61509;Q6P9L9;Q8BMA8;Q8C153;Q99LT6	NP_031933	NM_007907	ENSMUST00000047864	MGI:95288	858	7219485.35	59.33	820.38	22.620000000000001	42.850000000000001	309.23000000000002
IPI00319992.1	78 kDa glucose-regulated protein;GRP 78;Heat shock 70 kDa protein 5;Immunoglobulin heavy chain-binding protein	Hspa5;Grp78	P20029;A2AUF6;Q3TI47;Q3TKF8;Q3TUS2;Q3TWF2;Q3U6V3;Q3U7T8;Q3U9G2;Q3UEM8;Q9DC41	NP_001156906;NP_071705	NM_001163434	ENSMUST00000028222;ENSMUST00000100171	MGI:95835	655	7752642.5	196.27	304.85000000000002	16.07	19.760000000000002	685.64999999999998
IPI00875584.1;IPI00113241.7;IPI00665513.3;IPI00875929.1;IPI00857038.1;IPI00125787.4;IPI00350414.6;IPI00664029.2;IPI00857391.1;IPI00625067.4;IPI00343021.3	Rps19 protein;40S ribosomal protein S19	Rps19	Q5M9P3;Q9CZX8	NP_075622;XP_899061;XP_001479681;XP_996147;XP_999357;XP_001005575;XP_001481077;XP_907314;XP_204069;XP_910097	NM_023133	ENSMUST00000048156;ENSMUST00000108428;ENSMUST00000108429;ENSMUST00000108430	MGI:1333780;MGI:1333780	157	6000483.35	150.62	37.75	10.220000000000001	3.3500000000000001	4447.7299999999996
IPI00117043.1;IPI00404804.1;IPI00266875.5;IPI00885994.1;IPI00885500.1	Actin, aortic smooth muscle;Alpha-actin-2;Actin, gamma-enteric smooth muscle;Smooth muscle gamma-actin;Gamma-2-actin;Alpha-actin-3	Acta2;Actsa;Actvs;Actg2;Acta3;Actsg	P62737;Q3U122;P63268;Q3UJ36;Q61852	NP_031418;NP_033740	NM_007392	ENSMUST00000039631;ENSMUST00000075161;ENSMUST00000121731	MGI:87909;MGI:104589;MGI:104589	377	10693627.59	58.86	171.31	18.370000000000001	10.130000000000001	2195.48
IPI00404662.2	Putative uncharacterized protein	Tpm1	Q8BSH3	NA	NA	ENSMUST00000030185;ENSMUST00000034928	MGI:98809	284	5541708.65	18.44	"NA"	"NA"	"NA"	"NA"
IPI00222549.6;IPI00553826.3;IPI00463886.1;IPI00850777.1;IPI00755623.3;IPI00283156.1;IPI00849828.1;IPI00461881.1;IPI00379029.4	60S ribosomal protein L30	Rpl30	P62889;Q497D7;Q58DZ3;Q5PR15	NP_001156957;NP_033109;XP_986026;XP_997463;XP_978816;XP_001475369;XP_896899	NM_001163485	ENSMUST00000009039;ENSMUST00000076166;ENSMUST00000079735;ENSMUST00000110385	MGI:98037	115	6791074.44	46.96	774.61000000000001	13.619999999999999	55.68	333.95999999999998
IPI00230707.6	14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed	Ywhag	P61982;A8IP69	NP_061359	NM_018871	ENSMUST00000055808	MGI:108109	247	5416386.17	134.46	93.329999999999998	7.5499999999999998	11.300000000000001	1958.05
IPI00109044.8;IPI00750441.1;IPI00758006.1;IPI00918606.1	Putative uncharacterized protein;MCG5400	2900073G15Rik;mCG_5400	Q6ZWQ9;Q922W7;Q9CXD2;Q9D6E6	NP_080340	NM_026064	ENSMUST00000024846	MGI:1914518;MGI:1914518;MGI:1914518	172	7780741.93	44.44	97.980000000000004	14.550000000000001	6.79	3091.4899999999998
IPI00377441.3;IPI00261455.5;IPI00674601.1;IPI00848868.1;IPI00754798.1	40S ribosomal protein S26	Rps26	P62855;Q497N1	NP_038793;XP_001479479;XP_898748;XP_913419;XP_001477412;XP_001472443;XP_001477570;XP_978957;XP_997198	NM_013765	ENSMUST00000026420;ENSMUST00000077208	MGI:1351628	115	5973672.76	129.16	"NA"	16.859999999999999	"NA"	"NA"
IPI00228616.5	Histone H1.1;H1 VAR.3	Hist1h1a;H1f1	P43275;Q5SZ98	NP_085112	NA	ENSMUST00000055770	MGI:1931523	213	6121672.99	85.83	"NA"	"NA"	"NA"	"NA"
IPI00467841.6;IPI00761696.2;IPI00265576.6;IPI00109368.3;IPI00666857.2;IPI00848989.1;IPI00284119.7	Putative uncharacterized protein;Calmodulin;Calmodulin-like protein 3	Calm1;Calm;Cam;Cam1;Calm2;Cam2;Camb;Calm3;Cam3;Camc;Calml3	Q3UKW2;P62204;Q9D6P8	NP_031615;NP_031616;NP_033920;XP_922860;XP_996033;NP_081692	NM_007589	ENSMUST00000001204;ENSMUST00000019514;ENSMUST00000040440;ENSMUST00000110082;ENSMUST00000077698	MGI:88251;MGI:88251;MGI:103250;MGI:103249;MGI:1917655	197	6253457.88	115.89	"NA"	10.1	"NA"	"NA"
IPI00849793.1;IPI00463634.1;IPI00670378.3	60S ribosomal protein L12;Rpl12 protein	Rpl12	P35979;Q3TIQ2;Q5BLK0;Q8C2K0;Q6DI58	NP_033102;XP_909180	NA	ENSMUST00000043703;ENSMUST00000076703;ENSMUST00000092620;ENSMUST00000102811	MGI:98002;MGI:98002	165	6624151.55	152.87	"NA"	"NA"	"NA"	"NA"
IPI00222547.6;IPI00473429.2;IPI00620288.1;IPI00885498.1	60S ribosomal protein L28	Rpl28	P41105;Q5M9J8;Q5M9N5	NP_033107;XP_001478143;XP_001479100;XP_001473974;XP_001480132;XP_001473760;XP_001476913	NA	ENSMUST00000032597;ENSMUST00000078432	MGI:101839	137	4765371.46	134.93	"NA"	"NA"	"NA"	"NA"
IPI00223217.6;IPI00919200.1;IPI00654400.1;IPI00462204.1	60S ribosomal protein L13a;Transplantation antigen P198;Tum-P198 antigen;Putative uncharacterized protein	Rpl13a;P198;Tstap198-7	P19253;Q5M9M0;Q3TDS9	NP_033464	NM_009438	ENSMUST00000102669	MGI:1351455;MGI:1351455	203	5410761.04	168.05	366.94999999999999	16	23.739999999999998	406.31999999999999
IPI00122413.2;IPI00473762.1;IPI00850681.1;IPI00407917.1;IPI00881026.1;IPI00762232.1;IPI00881383.1;IPI00275118.4;IPI00756253.2;IPI00131534.1;	60S ribosomal protein L9	Rpl9	P51410;Q5EBQ6;Q5M9J5	NP_035422;XP_001479025;XP_001479032;XP_001479171;XP_001480029;XP_001479177;XP_001480031;XP_484272;XP_001474169;XP_001475834	NA	ENSMUST00000057885;ENSMUST00000120094	MGI:1298373	192	7112434.59	131.87	"NA"	"NA"	"NA"	"NA"
IPI00315548.3;IPI00473445.1;IPI00555045.2;IPI00467197.5;IPI00626639.2;IPI00664929.1;IPI00468385.1;IPI00624454.1;IPI00749628.1;IPI00273514.3;IPI00468196.1;IPI00378437.3;IPI00461504.1;IPI00462005.1;IPI00757792.1;IPI00130348.3;IPI00875087.1;IPI00380998.3;IPI00407707.2;IPI00606615.1;IPI00404653.4;IPI00890082.1;IPI00135074.3;IPI00115817.3;IPI00890245.1;IPI00457946.1;IPI00460090.5;IPI00751831.1;IPI00850807.1;IPI00853797.1;IPI00850927.1;IPI00849538.1;IPI00889838.1	Ribosomal protein L21;60S ribosomal protein L21	Rpl21	Q4VA28;Q9CQM8;O09167	NP_001165364;NP_062621;XP_001472866;XP_001473226;XP_001474507;XP_001474528;XP_001474799;XP_001474816;XP_001475392;XP_001475413;XP_001475430;XP_001476254;XP_001476272;XP_001476383;XP_001476570;XP_993624;XP_001480127;XP_922331;XP_001480330;XP_001475680;XP_001479181;XP_619494;XP_001478775;XP_001480445;XP_001480448;XP_001479569;XP_001480158;NP_001104783;XP_001476694;XP_984792;XP_001477510;XP_001477527;XP_001479206;XP_001479213;XP_484880;XP_915618;XP_484215;XP_924635;XP_484650;XP_900176;XP_922267;XP_929831;XP_910232;XP_979548;XP_001475331;XP_001478199;XP_988245;XP_988593;XP_001475481;XP_484952;XP_356704;XP_910093	NA	ENSMUST00000035983;ENSMUST00000075453;ENSMUST00000085262;ENSMUST00000089785;ENSMUST00000099272	MGI:1278340;MGI:1278340	160	5664765.54	140.33	"NA"	"NA"	"NA"	"NA"
IPI00117288.3;IPI00277066.4;IPI00648228.3	Heterogeneous nuclear ribonucleoprotein A/B;CArG-binding factor-A;S1 protein C2;Heterogeneous nuclear ribonucleoprotein A/B, isoform CRA_a;Hnrpab protein	Hnrnpab;Cbf-a;Cgbfa;Hnrpab;RP23-79E13.1-003;mCG_6983;RP23-79E13.1-002	Q99020;Q544Z3;Q20BD0;Q3TMZ8;Q8CIR3;Q80XR6;Q9D6G1	NP_034578;NP_001041526	NM_010448	ENSMUST00000074669;ENSMUST00000109103;ENSMUST00000101249	MGI:1330294;MGI:1330294;MGI:1330294	285	7113509.84	83.15	174.41999999999999	13	12.98	1292.98
IPI00125778.4;IPI00458794.3	Transgelin-2;SM22-beta	Tagln2;Kiaa0120	Q9WVA4	NP_848713	NM_178598	ENSMUST00000111228;ENSMUST00000111230;ENSMUST00000111232	MGI:1312985	199	7015911.75	46.26	245.12	13.15	18.129999999999999	1096.48
IPI00626628.1;IPI00553612.3;IPI00461641.2;IPI00474407.2;IPI00114472.3;IPI00133503.1;IPI00755204.2;IPI00136263.1;IPI00606522.2;IPI00761349.1	Putative uncharacterized protein;Ribosomal protein L27a;MCG2315, isoform CRA_b;60S ribosomal protein L27a;L29	Rpl27a;L27a;mCG_2315	Q9CQ16;P14115	NP_036105;XP_980250;XP_484309;XP_620643;XP_137118;XP_910204;XP_893395;XP_910040	NM_011975	ENSMUST00000053298;ENSMUST00000077389;ENSMUST00000080866	MGI:1347076;MGI:1347076	148	5771435.82	110.74	31.48	7.8399999999999999	3.4199999999999999	5415.0200000000004
IPI00308706.4;IPI00881253.1;IPI00848940.1	60S ribosomal protein L5;Putative uncharacterized protein;Ribosomal protein L5	Rpl5	P47962;Q3THE1;Q3U850;Q58EU6;Q3TKR5	NP_058676;XP_001479502	NA	ENSMUST00000082223	MGI:102854;MGI:102854	297	5341930.43	115.01	"NA"	"NA"	"NA"	"NA"
IPI00322312.3	Rho GDP-dissociation inhibitor 1;Rho-GDI alpha;GDI-1	Arhgdia;C87222;Gdi1	Q99PT1	NP_598557	NM_133796	ENSMUST00000067936;ENSMUST00000106197	MGI:2178103	204	6075919.95	144.05	"NA"	23.670000000000002	"NA"	"NA"
IPI00465568.5;IPI00753456.1;IPI00402981.2;IPI00751050.2;IPI00131934.2;IPI00889896.1	40S ribosomal protein S24	Rps24	P62849-1;P62849;Q3TIF8;Q5M9M7;Q9CQK2;Q9CY61;Q9D7P1;Q9DCA4;P62849-3;P62849-2	NP_997517;XP_001000635;NP_997518;NP_035427;XP_001481149	NM_207634	ENSMUST00000074521;ENSMUST00000112382;ENSMUST00000112384	MGI:98147;MGI:98147;MGI:98147	134	6492806.76	196.11	38.43	11.130000000000001	3.1899999999999999	4569.0200000000004
IPI00133185.3;IPI00889222.1;IPI00890140.1;IPI00473728.1;IPI00890181.1	60S ribosomal protein L14;Ribosomal protein L14;Putative uncharacterized protein;Rpl14 protein	Rpl14	Q9CR57;B0LAB8;Q569Z0;Q9CWK0;Q922F9	NP_080250;XP_001475621;XP_001476448	NM_025974	ENSMUST00000050737;ENSMUST00000026901	MGI:1914365;MGI:1914365;MGI:1914365;MGI:1914365	217	5303859.98	122.22	"NA"	16.420000000000002	"NA"	"NA"
IPI00317309.5	Annexin A5;Annexin-5;Annexin V;Lipocortin V;Endonexin II;Calphobindin I;Placental anticoagulant protein I;Placental anticoagulant protein 4;Thromboplastin inhibitor;Vascular anticoagulant-alpha;Anchorin CII	Anxa5;Anx5	P48036	NP_033803	NM_009673	ENSMUST00000029266	MGI:106008	319	7559830.29	255.53	158.91999999999999	17.07	9.8399999999999999	1245.1099999999999
IPI00221613.5	ADP-ribosylation factor 1	Arf1	P84078	NP_001123880;NP_031502	NM_001130408	ENSMUST00000061242	MGI:99431	181	5944776.81	67.67	102.88	12.15	8.0199999999999996	1941.76
